ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"221.2.84.42","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","187","Feixian ShiFan College","10800","socks4","2997","1","2023-10-18T11:26:16.538Z","87","3832","4402"
"185.200.38.235","elite","AS202561","TR","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.","66","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti","10820","socks5","4202","1","2023-10-18T11:26:16.943Z","57","2521","4428"
"120.50.40.184","elite","AS17547","SG","M1 NET LTD","174","M1 NET LTD","3128","socks4","5004","1","2023-10-18T11:26:16.446Z","100","4344","4352"
"103.135.225.202","elite","AS138871","ID","SUPERCORRIDOR","169","N/A","4153","socks5","1134","1","2023-10-18T11:26:16.544Z","73","3169","4326"
"111.50.83.20","elite","AS9808","CN","China Mobile communications corporation","399","China Mobile","7302","socks5","4194","1","2023-10-18T11:26:16.545Z","51","2261","4404"
"49.12.225.148","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","10001","socks4","3099","1","2023-10-18T11:26:16.448Z","85","3716","4350"
"81.162.198.6","elite","AS34955","CZ","Martin Vicenik","87","VicenikRoute","4153","socks4","4807","1","2023-10-18T11:26:14.253Z","100","4376","4386"
"180.183.1.145","elite","AS45629","TH","Triple T Broadband Public Company Limited","191","Triple T Broadband Public Company Limited","4153","socks4","107","1","2023-10-18T11:26:14.254Z","92","3993","4319"
"31.204.28.96","elite","AS209372","US","SIA \"Singularity Telecom\"","92","Popov Andry Vasilievich","5432","socks5","4309","1","2023-10-18T11:26:14.745Z","100","4378","4392"
"38.127.173.15","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks4","4205","1","2023-10-18T11:26:14.845Z","100","4402","4411"
"168.227.158.21","elite","AS52898","BR","Multipla Serviços Inteligentes","203","Multipla Serviços Inteligentes","4145","socks4","4800","1","2023-10-18T11:26:14.249Z","99","4347","4380"
"46.101.159.7","elite","AS14061","DE","DigitalOcean, LLC","82","Digital Ocean","31162","socks4","4992","1","2023-10-18T11:26:14.844Z","81","3564","4383"
"172.104.154.229","elite","AS63949","DE","Akamai Technologies","12","Linode","1082","socks5","4792","1","2023-10-18T11:26:14.842Z","100","4406","4406"
"101.43.191.233","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","164","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","5011","1","2023-10-18T11:26:12.951Z","82","3588","4357"
"103.86.1.22","elite","AS136371","IN","Airwir Technologies Private Limited","186","Airwir Technologies Private Limited","4145","socks4","4903","1","2023-10-18T11:26:10.741Z","100","4346","4349"
"122.112.209.105","elite","AS55990","CN","Huawei Cloud Service data center","206","Huawei Cloud Service","55990","socks4","4692","1","2023-10-18T11:26:10.955Z","84","3641","4339"
"45.234.100.112","elite","AS61592","BR","Fortlink Internet Corporativa","198","Fortlink Internet Corporativa","1080","socks4","2286","1","2023-10-18T11:26:10.935Z","100","4366","4378"
"200.116.198.160","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P","171","Mpio Manizales","58927","socks4","1675","1","2023-10-18T11:26:10.834Z","82","3641","4428"
"89.237.32.65","elite","AS20485","RU","multi-origin SUTTK","68","N/A","51549","socks4","4384","1","2023-10-18T11:26:10.838Z","99","4364","4418"
"70.90.67.140","elite","AS33661","US","Comcast Cable Communications, LLC","131","Comcast Cable Communications, LLC","54321","socks4","4887","1","2023-10-18T11:26:10.938Z","98","4374","4455"
"14.232.161.29","elite","AS45899","VN","VNPT","204","Vietnam Posts and Telecommunications Group","10801","socks4","5095","1","2023-10-18T11:26:09.139Z","67","2972","4433"
"88.255.217.48","elite","AS9121","TR","TurkTelekom","78","N/A","1080","socks4","3289","1","2023-10-18T11:26:09.138Z","20","877","4402"
"45.196.148.52","elite","AS7018","US","AT&T Services, Inc.","82","AQUA Networks Limited","5432","socks4","692","1","2023-10-18T11:26:09.135Z","98","4240","4314"
"37.230.154.121","elite","AS198770","RU","Virtual Infrastructures Network","45","N/A","3629","socks4","4687","82","2023-10-18T11:26:07.243Z","98","4329","4415"
"175.173.221.229","elite","AS4837","CN","China Unicom Liaoning Province Network","195","N/A","28643","socks4","4896","1","2023-10-18T11:26:07.245Z","63","2671","4256"
"203.76.103.57","elite","AS23688","BD","Link3 Technologies Limited","155","Corporate Subscriber","4145","socks4","4611","1","2023-10-18T11:26:07.338Z","97","4286","4418"
"119.13.125.238","elite","AS136907","HK","Huawei International Pte. LTD","388","N/A","1080","socks5","3908","1","2023-10-18T11:26:07.246Z","97","4287","4429"
"103.121.89.75","elite","AS135967","VN","Cau Giay Branch of Bach Kim Network solutions Join stock company","284","BKNS-CG","39267","socks5","4603","1","2023-10-18T11:26:07.248Z","96","4220","4407"
"194.36.98.231","elite","AS203020","PT","HostRoyale Technologies Pvt Ltd","88","In Hostroyale","80","socks4","856","1","2023-10-18T11:26:07.244Z","100","4383","4386"
"64.90.52.19","elite","AS26347","US","New Dream Network, LLC","188","New Dream Network, LLC","55552","socks4","5008","1","2023-10-18T11:26:07.241Z","100","4406","4409"
"95.140.126.82","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun","35","Milsped","1080","socks4","5091","1","2023-10-18T11:26:07.536Z","100","4459","4465"
"200.115.188.52","elite","AS52422","HN","Velco Globalnetwork","184","Velco Globalnetwork","8080","socks4","4607","1","2023-10-18T11:26:07.238Z","99","4344","4393"
"104.25.87.42","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4291","1","2023-10-18T11:26:05.355Z","100","4340","4340"
"218.106.166.114","elite","AS4808","CN","China Unicom CncNet","190","Beijing Xiaoniren Corp","4145","socks4","3403","1","2023-10-18T11:26:05.439Z","86","3816","4423"
"180.124.152.107","elite","AS4134","CN","Chinanet","283","Chinanet JS","8902","socks4","4899","1","2023-10-18T11:26:05.442Z","70","3131","4451"
"45.196.151.134","elite","AS7018","US","AT&T Services, Inc.","96","AQUA Networks Limited","5432","socks4","1693","1","2023-10-18T11:26:05.353Z","98","4334","4422"
"43.153.170.206","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","286","Tencent Cloud Computing","13220","socks4","4302","1","2023-10-18T11:26:05.437Z","96","4266","4423"
"31.42.57.129","elite","AS205318","UA","Limited Liability Company AVATOR ISP","98","\"Merlin-Telekom\" LLC","3699","socks4","2790","1","2023-10-18T11:26:05.435Z","100","4433","4435"
"173.236.188.26","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","54262","socks5","5094","1","2023-10-18T11:26:03.147Z","100","4370","4374"
"62.141.70.118","elite","AS3216","RU","PJSC \"Vimpelcom\"","86","COMBELNET","80","socks4","5195","1","2023-10-18T11:26:03.336Z","99","4386","4414"
"20.205.109.189","elite","AS8075","HK","Microsoft Corporation","180","Microsoft Azure Cloud (eastasia)","3128","socks4","2393","1","2023-10-18T11:26:03.436Z","100","4351","4352"
"46.227.37.73","elite","AS51155","PL","Telemedian - TB Telecom","38","Telemedian","51155","socks4","917","1","2023-10-18T11:26:03.440Z","100","4387","4400"
"125.162.57.178","elite","AS7713","ID","PT. TELKOM INDONESIA","198","N/A","4145","socks4","5011","1","2023-10-18T11:26:03.434Z","86","3670","4278"
"14.207.15.77","elite","AS45629","TH","Triple T Broadband Public Company Limited","191","Triple T Broadband Public Company Limited","8213","socks4","4611","1","2023-10-18T11:26:03.335Z","91","3904","4312"
"103.51.44.5","elite","AS133819","ID","CIM","214","N/A","4145","socks4","4610","1","2023-10-18T11:26:03.144Z","99","4427","4464"
"36.94.35.245","elite","AS7713","ID","PT. Telekomunikasi Indonesia","201","Telekomunikasi Indonesia","5678","socks5","4899","1","2023-10-18T11:26:03.437Z","98","4278","4364"
"220.247.164.130","elite","AS38200","BD","BTS Communications (BD) Ltd","198","Btscombd","5678","socks4","5089","1","2023-10-18T11:26:03.333Z","40","1781","4425"
"106.75.154.243","elite","AS136958","CN","UCLOUD","208","Shanghai UCloud Information Technology Company Limited","999","socks4","3205","1","2023-10-18T11:26:03.438Z","74","3186","4293"
"157.185.176.44","elite","AS54994","US","Meteverse Limited.","93","Meteverse Limited","26589","socks5","4196","1","2023-10-18T11:26:03.439Z","99","4279","4314"
"188.72.6.98","elite","AS39216","IQ","AL-SARD FIBER Co. for Internet Fiber and Optical Cable Services /Ltd.","84","CellNet ltd","50321","socks4","4100","1","2023-10-18T11:26:01.434Z","91","4031","4417"
"46.227.37.137","elite","AS51155","PL","Telemedian - TB Telecom","38","Telemedian","1088","socks4","4712","1","2023-10-18T11:26:01.435Z","99","4335","4361"
"45.196.150.167","elite","AS7018","US","AT&T Services, Inc.","104","AQUA Networks Limited","5432","socks4","4506","1","2023-10-18T11:26:01.342Z","98","4341","4415"
"148.153.23.18","elite","AS63199","US","CDS Global Cloud Co., Ltd","194","CDS Global Cloud Co., Ltd","39593","socks4","4898","1","2023-10-18T11:26:01.344Z","100","4452","4453"
"194.31.33.50","elite","AS12741","PL","Netia SA","98","SOFTDESK POLSKA Sp. z o.o","1080","socks4","4799","1","2023-10-18T11:26:01.350Z","98","4281","4389"
"173.236.182.83","elite","AS26347","US","New Dream Network, LLC","84","New Dream Network, LLC","12873","socks5","5014","1","2023-10-18T11:26:00.941Z","100","4440","4445"
"134.209.239.109","elite","AS14061","DE","DigitalOcean, LLC","17","DigitalOcean, LLC","80","socks4","5102","1","2023-10-18T11:25:59.454Z","95","4222","4426"
"159.89.173.152","elite","AS14061","IN","DigitalOcean, LLC","181","DigitalOcean, LLC","49467","socks5","5003","1","2023-10-18T11:25:59.445Z","100","4368","4371"
"195.154.243.38","elite","AS12876","FR","Online S.A.S.","393","ONLINE","57976","socks4","4907","1","2023-10-18T11:25:59.448Z","78","3399","4360"
"47.113.189.83","elite","AS37963","CN","Hangzhou Alibaba Advertising Co., Ltd.","286","Aliyun Computing Co., LTD","10012","socks4","5012","1","2023-10-18T11:25:59.150Z","70","3066","4391"
"195.110.38.190","elite","AS48715","IR","Sefroyek Pardaz Engineering Co. LTD","93","Sefroyek Pardaz Engineering Co. LTD","1080","socks5","4494","1","2023-10-18T11:25:59.450Z","29","1253","4344"
"43.157.42.203","elite","AS132203","DE","Shenzhen Tencent Computer Systems Company Limited","12","Tencent Cloud Computing","443","socks4","2402","1","2023-10-18T11:25:57.740Z","40","1730","4372"
"27.191.60.153","elite","AS4134","CN","Chinanet","214","Chinanet HE","3256","socks4","4705","4","2023-10-18T11:25:57.749Z","79","3499","4449"
"103.110.184.1","elite","AS137374","ID","Dinas Komunikasi","224","N/A","6037","socks4","5093","1","2023-10-18T11:25:57.744Z","100","4461","4477"
"154.117.212.18","elite","AS327799","BI","2G+3G+4G","189","N/A","5678","socks4","4993","1","2023-10-18T11:25:55.745Z","98","4250","4315"
"221.225.152.167","elite","AS4134","CN","CHINANET jiangsu province network","277","N/A","24166","socks5","5093","1","2023-10-18T11:25:55.744Z","57","2489","4403"
"172.67.3.108","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4602","1","2023-10-18T11:25:55.948Z","100","4352","4352"
"103.240.33.17","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","158","Vihaan","8291","socks4","4803","1","2023-10-18T11:25:55.739Z","99","4421","4468"
"114.99.224.228","elite","AS4134","CN","Chinanet","294","Chinanet AH","2829","socks5","1899","1","2023-10-18T11:25:55.950Z","24","1055","4395"
"103.47.93.245","elite","AS134058","IN","Broban Internet Services Pvt.ltd","197","Broban  PVT Ltd.","1080","socks4","4917","82","2023-10-18T11:25:55.743Z","99","4414","4448"
"45.196.151.84","elite","AS7018","US","AT&T Services, Inc.","82","AQUA Networks Limited","5432","socks4","4996","1","2023-10-18T11:25:53.750Z","98","4350","4426"
"110.78.148.87","elite","AS131090","TH","CAT-BB","295","N/A","4145","socks4","117","1","2023-10-18T11:25:53.834Z","75","3282","4404"
"80.232.245.122","elite","AS12578","LV","LATTELEKOM","41","Bridge Group","8080","socks4","4612","1","2023-10-18T11:25:53.842Z","100","4364","4369"
"103.196.136.158","elite","AS134707","PH","Royal Cablevision Corp.","199","Royal Cablevision Corp","7497","socks5","613","1","2023-10-18T11:25:53.838Z","96","4256","4417"
"104.23.126.8","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4205","1","2023-10-18T11:25:53.839Z","100","4398","4398"
"159.138.43.96","elite","AS136907","HK","Huawei International Pte. Ltd.","303","N/A","1080","socks5","4789","1","2023-10-18T11:25:53.835Z","97","4298","4450"
"175.6.140.135","elite","AS63835","CN","No.293, Wanbao Avenue","296","Chinanet HN","38801","socks5","4597","1","2023-10-18T11:25:53.841Z","83","3702","4445"
"139.59.90.148","elite","AS14061","IN","DIGITALOCEAN","135","DigitalOcean, LLC","57592","socks4","3993","1","2023-10-18T11:25:53.843Z","100","4460","4462"
"78.90.19.79","elite","AS35141","BG","A1 Bulgaria EAD","40","Megalan Network Ltd.","63246","socks5","1199","1","2023-10-18T11:25:52.035Z","100","4412","4417"
"181.211.245.190","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","189","Corporacion Nacional De Telecomunicaciones - CNT EP","5678","socks4","3410","1","2023-10-18T11:25:51.633Z","98","4389","4462"
"103.140.88.250","elite","AS9875","ID","PT. Pasifik Satelit Nusantara","1289","PT. Weharima Mandiri Utama","5678","socks4","786","1","2023-10-18T11:25:51.836Z","78","3493","4463"
"80.122.170.182","elite","AS8447","AT","A1 Telekom Austria AG","87","A1 Telekom Austria AG","4153","socks4","3705","1","2023-10-18T11:25:51.544Z","99","4397","4453"
"36.91.190.61","elite","AS7713","ID","PT. Telekomunikasi Indonesia","290","Telekomunikasi Indonesia","5678","socks4","3098","1","2023-10-18T11:25:51.546Z","98","4351","4429"
"43.153.52.178","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","149","Tencent Cloud Computing","443","socks5","3193","1","2023-10-18T11:25:51.545Z","62","2744","4420"
"106.113.188.185","elite","AS4134","CN","Chinanet","207","Chinanet HE","8089","socks5","2096","1","2023-10-18T11:25:51.635Z","43","1828","4281"
"178.218.201.63","elite","AS59668","UZ","PE Turon Media","100","first IP Network of ISP Turon Telecom","1080","socks4","594","1","2023-10-18T11:25:49.346Z","93","4073","4384"
"118.172.250.20","elite","AS23969","TH","TOT Public Company Limited","198","TOT Public Company Limited","4145","socks4","4298","1","2023-10-18T11:25:49.847Z","58","2533","4349"
"195.138.65.34","elite","AS6876","UA","TENET Scientific Production Enterprise LLC","80","Tenet","5678","socks4","4892","1","2023-10-18T11:25:49.345Z","98","4253","4343"
"103.47.93.228","elite","AS134058","IN","Broban Internet Services Pvt.ltd","192","Broban  PVT Ltd.","1080","socks4","5095","1","2023-10-18T11:25:49.348Z","99","4317","4345"
"49.156.1.173","elite","AS38901","KH","EZECOM limited","204","EZECOM limited","5678","socks4","4798","1","2023-10-18T11:25:49.349Z","66","2898","4416"
"193.203.61.35","elite","AS41268","RU","LANTA Ltd","61","Lanta Networks","8443","socks5","3902","1","2023-10-18T11:25:49.848Z","99","4438","4468"
"170.150.159.18","elite","AS27901","CL","Pacifico Cable SPA.","204","Pacifico Cable SPA","3389","socks5","4707","2","2023-10-18T11:25:49.439Z","100","4429","4449"
"49.70.82.204","elite","AS4134","CN","Chinanet","211","Chinanet JS","44844","socks5","5002","1","2023-10-18T11:25:48.142Z","63","2764","4396"
"211.137.33.22","elite","AS56044","CN","China Mobile communications corporation","300","China Mobile Communications Corporation","80","socks5","4290","84","2023-10-18T11:25:48.136Z","86","3757","4390"
"190.107.146.156","elite","AS14754","HN","Telgua","185","HFC TGU SERCOM","4145","socks4","436","1","2023-10-18T11:25:48.139Z","98","4341","4425"
"101.109.23.73","elite","AS23969","TH","TOT Public Company Limited","188","TOT Public Company Limited","4145","socks4","1908","1","2023-10-18T11:25:48.138Z","40","1773","4419"
"177.12.178.249","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","196","Linkli Telecomunicacoes Ltda","4153","socks4","5002","1","2023-10-18T11:25:47.946Z","100","4392","4400"
"103.200.135.228","elite","AS134739","MM","AGB Communication Co.Ltd","281","N/A","4145","socks4","5105","1","2023-10-18T11:25:47.947Z","57","2492","4338"
"149.202.76.10","elite","AS16276","FR","OVH SAS","5","OVH","55904","socks5","4794","1","2023-10-18T11:25:47.945Z","90","3849","4298"
"196.15.237.171","elite","AS5713","ZA","Telkom SA Ltd.","294","Telkom SA Ltd","1888","socks4","4394","1","2023-10-18T11:25:46.547Z","91","3944","4356"
"103.19.10.245","elite","AS55561","NZ","2talk Limited","294","2talk Limited","4153","socks4","4192","1","2023-10-18T11:25:46.549Z","99","4396","4438"
"200.58.74.6","elite","AS27839","BO","Comteco Ltda","199","Comteco Ltda","5678","socks4","5390","1","2023-10-18T11:25:46.546Z","100","4354","4368"
"95.0.206.211","elite","AS9121","TR","Turk Telekomunikasyon Anonim Sirketi","164","Hatnet Telekomunikasyon Hizmetleri","10820","socks4","4612","1","2023-10-18T11:25:46.544Z","69","3078","4439"
"212.5.132.74","elite","AS8866","BG","BTC Plc","100","Bulgarian Telecommunications Company Plc.","5678","socks4","5202","1","2023-10-18T11:25:44.350Z","100","4392","4396"
"45.7.210.203","elite","AS265729","AR","Cooperativa de Servicios Públicos de Porteña LTDA","284","Cooperativa de Servicios Públicos de Porteña LTDA","4153","socks4","5441","1","2023-10-18T11:25:44.349Z","99","4333","4366"
"208.113.155.176","elite","AS26347","US","New Dream Network, LLC","96","New Dream Network, LLC","12886","socks4","4913","1","2023-10-18T11:25:44.339Z","100","4384","4392"
"112.78.164.62","elite","AS17451","ID","Biznet Networks","192","Metronet","5678","socks4","427","1","2023-10-18T11:25:44.340Z","94","4203","4473"
"185.158.114.235","elite","AS44812","RU","IpServer","48","IT Expert LLC","25812","socks5","4213","80","2023-10-18T11:25:44.349Z","100","4357","4377"
"197.155.115.46","elite","AS37356","ZA","Huge Networks (Pty) Ltd","167","Dsldial2","5678","socks4","4791","83","2023-10-18T11:25:44.347Z","80","3516","4408"
"186.251.255.73","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","288","Seanet Telecom Carazinho Eireli","31337","socks4","4500","1","2023-10-18T11:25:44.348Z","99","4421","4445"
"41.79.138.85","elite","AS37395","BW","Abari Communications","186","N/A","5678","socks4","5002","1","2023-10-18T11:25:42.634Z","96","4272","4434"
"51.89.194.19","elite","AS16276","GB","OVH SAS","9","OVH Ltd","18786","socks4","4911","1","2023-10-18T11:25:42.642Z","100","4441","4441"
"177.70.66.49","elite","AS262544","BR","RazaoInfo Internet Ltda","297","RazaoInfo Internet Ltda","4145","socks4","5012","1","2023-10-18T11:25:42.446Z","99","4341","4363"
"43.242.242.140","elite","AS17882","MN","MCS Com Co Ltd","291","OrbitNet LLC","5678","socks4","3803","1","2023-10-18T11:25:41.639Z","84","3718","4416"
"85.198.151.178","elite","AS6702","UA","Science Production Company \"Trifle\" Ltd.","50","Apex","1080","socks4","4603","81","2023-10-18T11:25:41.640Z","99","4328","4381"
"192.119.203.124","elite","AS30036","US","Mediacom Communications","181","Communication Construction Services","48678","socks4","4413","1","2023-10-18T11:25:41.638Z","99","4349","4385"
"115.73.220.114","elite","AS7552","VN","VIETELmetro","296","N/A","5678","socks4","4297","2","2023-10-18T11:25:41.634Z","81","3570","4408"
"182.120.161.228","elite","AS4837","CN","China Unicom Henan Province Network","195","N/A","8080","socks4","4799","1","2023-10-18T11:25:41.636Z","70","3113","4416"
"119.115.28.112","elite","AS4837","CN","CNC Group CHINA169 Liaoning Province Network","197","N/A","3128","socks4","4810","97","2023-10-18T11:25:39.946Z","62","2697","4343"
"116.118.98.21","elite","AS7602","VN","SPT","309","N/A","5678","socks4","4393","1","2023-10-18T11:25:39.949Z","96","4280","4472"
"115.239.254.149","elite","AS58461","CN","Chinanet","206","Chinanet ZJ SX","1080","socks5","4490","1","2023-10-18T11:25:39.943Z","83","3649","4419"
"202.142.181.162","elite","AS135523","PK","Multinet Broadband","163","Multinet Broadband","8080","socks4","4709","1","2023-10-18T11:25:39.945Z","96","4266","4427"
"193.59.26.116","elite","AS207684","PL","Bajtnet Spolka Z Ograniczona Odpowiedzialnoscia","93","BAJTNET Sp. z o.o.","4153","socks4","4103","1","2023-10-18T11:25:38.250Z","94","4040","4304"
"104.20.75.31","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5108","1","2023-10-18T11:25:38.548Z","100","4435","4435"
"35.230.154.184","elite","AS396982","GB","Google LLC","11","Google Cloud (europe-west2)","3128","socks4","4197","1","2023-10-18T11:25:38.336Z","75","3301","4397"
"104.17.197.90","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","2057","socks5","5005","1","2023-10-18T11:25:38.334Z","100","4278","4278"
"79.151.16.40","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","98","N/A","5678","socks4","1210","1","2023-10-18T11:25:38.333Z","100","4431","4449"
"110.78.164.188","elite","AS131090","TH","CAT-BB","283","N/A","4153","socks4","5008","1","2023-10-18T11:25:36.349Z","57","2561","4470"
"172.67.182.38","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2299","1","2023-10-18T11:25:36.742Z","100","4285","4285"
"85.159.4.125","elite","AS3326","UA","DATAGROUP-RETAIL","51","N/A","5678","socks4","242","1","2023-10-18T11:25:36.351Z","97","4326","4440"
"157.230.186.18","elite","AS14061","US","DigitalOcean, LLC","90","DigitalOcean, LLC","12192","socks4","4911","1","2023-10-18T11:25:36.348Z","88","3826","4354"
"149.20.253.104","elite","AS18615","US","Mainstream Fiber Networks, LLC","98","Mainstream Fiber Networks, LLC","12551","socks4","4110","2","2023-10-18T11:25:36.743Z","100","4390","4399"
"202.58.199.204","elite","AS45701","ID","Internet Madju Abad Millenindo, PT","214","Millenindo","5678","socks5","5197","1","2023-10-18T11:25:34.648Z","98","4294","4398"
"75.182.38.113","elite","AS11426","US","Charter Communications","109","Spectrum","5678","socks4","2186","1","2023-10-18T11:25:34.348Z","98","4326","4416"
"82.196.25.134","elite","AS30781","FR","Datacenter DZ","8","Datacenter DZD","7497","socks5","4591","1","2023-10-18T11:25:34.735Z","100","4447","4449"
"54.38.94.26","elite","AS16276","FR","OVH SAS","8","OVH","17809","socks4","4511","1","2023-10-18T11:25:34.342Z","100","4433","4450"
"222.134.135.254","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","177","N/A","7302","socks5","4908","1","2023-10-18T11:25:34.349Z","87","3759","4330"
"110.42.246.153","elite","AS45090","CN","China Internet Network Information Center","197","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","4392","1","2023-10-18T11:25:34.345Z","16","694","4429"
"110.243.2.186","elite","AS4837","CN","China Unicom Hebei Province Network","182","N/A","9999","socks5","4711","1","2023-10-18T11:25:34.344Z","72","3115","4341"
"162.255.110.52","elite","AS54755","US","Desert Winds Wireless","150","Desert Winds Wireless Inc","5678","socks4","3907","1","2023-10-18T11:25:32.648Z","100","4358","4369"
"114.242.125.237","elite","AS4808","CN","China Unicom Beijing Province Network","194","N/A","1080","socks5","3905","1","2023-10-18T11:25:32.943Z","84","3722","4442"
"38.127.173.165","elite","AS174","US","Cogent Communications","97","Torlandia Trading SRL","46656","socks4","258","1","2023-10-18T11:25:31.242Z","100","4399","4408"
"188.94.225.13","elite","AS196798","RU","Mifril+ LLC","93","NLT Sub65","8080","socks4","5091","1","2023-10-18T11:25:31.240Z","100","4420","4426"
"1.2.214.8","elite","AS23969","TH","TOT Public Company Limited","184","TOT Public Company Limited","4145","socks4","4905","1","2023-10-18T11:25:30.841Z","71","3177","4460"
"190.0.244.146","elite","AS27951","CO","Media Commerce Partners S.A","195","Gonzalez Florez Radiologia Especializada SA","4153","socks4","4706","1","2023-10-18T11:25:30.844Z","100","4395","4415"
"45.70.206.40","elite","AS267586","BR","Rafael Pierre Barbosa - Me","187","Rafael Pierre Barbosa - Me","4145","socks4","3919","1","2023-10-18T11:25:29.147Z","100","4421","4431"
"198.211.50.112","elite","AS35916","US","Multacom Corporation","190","Amazon.com","8080","socks5","4998","1","2023-10-18T11:25:29.441Z","100","4377","4384"
"197.234.13.69","elite","AS36902","SC","Intelvision","196","Intelvision Ltd","4145","socks4","5104","1","2023-10-18T11:25:29.148Z","100","4327","4343"
"43.134.169.206","elite","AS132203","SG","Aceville Pte.ltd","329","N/A","443","socks5","5004","1","2023-10-18T11:25:29.443Z","81","3538","4395"
"197.234.13.67","elite","AS36902","SC","Intelvision","192","Intelvision Ltd","4145","socks4","4803","1","2023-10-18T11:25:29.149Z","100","4431","4451"
"142.4.8.1","elite","AS46606","US","Unified Layer","184","Unified Layer","14883","socks4","5094","1","2023-10-18T11:25:27.546Z","100","4302","4304"
"143.255.249.74","elite","AS61468","EC","CEDIA","189","Universidad Tecnologica Israel","7497","socks5","2394","1","2023-10-18T11:25:27.547Z","95","4169","4393"
"51.210.182.12","elite","AS16276","FR","OVH SAS","84","OVH","47514","socks4","4289","1","2023-10-18T11:25:26.035Z","100","4405","4405"
"217.198.181.50","elite","AS48031","UA","Ivanov Vitaliy Sergeevich","53","Proline IT Ltd","49582","socks4","4912","1","2023-10-18T11:25:26.034Z","100","4379","4388"
"38.127.179.124","elite","AS174","US","Cogent Communications","96","Torlandia Trading SRL","15290","socks4","3195","1","2023-10-18T11:25:26.036Z","100","4390","4396"
"110.34.166.182","elite","AS45652","SG","VPLS, Inc.","392","Vpls Sin1","4153","socks4","4992","1","2023-10-18T11:25:25.636Z","99","4389","4430"
"103.82.8.237","elite","AS136156","BD","FNF Online","198","N/A","4153","socks4","5109","1","2023-10-18T11:25:25.641Z","68","3015","4432"
"136.244.89.35","elite","AS20473","DE","The Constant Company","11","Vultr Holdings, LLC","10487","socks4","4693","1","2023-10-18T11:25:25.549Z","40","1751","4420"
"185.5.246.222","elite","AS15605","IT","Connesi s.p.a.","38","Cristaltec SPA","4153","socks5","1693","1","2023-10-18T11:25:26.032Z","99","4276","4323"
"138.0.229.232","elite","AS263725","HN","Multicable De Honduras","202","Multicable De Honduras","26372","socks5","4903","1","2023-10-18T11:25:25.635Z","95","4256","4468"
"103.60.138.2","elite","AS134016","IN","Velocity Internet India Private Ltd","190","Velocity Internet India Private Ltd","4153","socks4","4798","1","2023-10-18T11:25:25.638Z","99","4407","4451"
"223.155.121.75","elite","AS4134","CN","Chinanet","224","Chinanet HN","3128","socks4","4886","1","2023-10-18T11:25:25.639Z","82","3667","4449"
"43.153.73.157","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","154","Tencent Cloud Computing","443","socks5","2084","1","2023-10-18T11:25:25.547Z","75","3346","4453"
"178.128.173.12","elite","AS14061","GB","DigitalOcean, LLC","17","Digitalocean","9014","socks5","2304","1","2023-10-18T11:25:25.950Z","100","4431","4442"
"104.16.107.206","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4804","1","2023-10-18T11:25:23.535Z","100","4461","4463"
"223.25.101.86","elite","AS9341","ID","PT Indonesia Comnets Plus","185","Sinerginet","5678","socks4","5012","1","2023-10-18T11:25:21.136Z","99","4213","4272"
"161.97.97.231","elite","AS51167","DE","Contabo GmbH","86","Contabo GmbH","10050","socks4","3690","1","2023-10-18T11:25:21.343Z","98","4390","4459"
"191.253.106.140","elite","AS28343","BR","Unifique Telecomunicações SA","292","UNIFIQUE TELECOMUNICACOES S/A","8080","socks4","3001","3","2023-10-18T11:25:21.036Z","91","4044","4425"
